--------- beginning of kernel
06-14 14:29:25.665     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_start_dev_in_ready: 10826 Start IFE device ctx 4 with irq state machine [Activated State Machine IRQ] in initial SubState [SOF] UL_path 0
06-14 14:29:25.665     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1352 21:29:25.730 CAM_START_DEV[5] Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:25.666     0     0 I CAM_INFO: CAM-CRM: cam_req_mgr_link_v3: 4951 link reserved 0000000000000000 0 trigger_type:1 num_devs:2 sess_hdl:10027540 no_crm:4
06-14 14:29:25.666     0     0 I CAM_INFO: CAM-ISP: cam_ife_hw_mgr_print_acquire_info: 2027 21:29:25.730 Acquired Single IFE[0] with [9 pix] [0 pd] [0 rdi] ports for ctx:5 per_port_enabled :0 sensor:-559038737 ul: 0
06-14 14:29:25.666     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 9792 NO CRM session,top state machine assigned for no crm ctx 5
06-14 14:29:25.669     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_start_dev_in_ready: 10826 Start IFE device ctx 5 with irq state machine [Activated State Machine IRQ] in initial SubState [SOF] UL_path 0
06-14 14:29:25.670     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1352 21:29:25.734 CAM_START_DEV[4] Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:26.090     0     0 I init    : processing action (sys.hmt.mounted=0) from (/vendor/etc/init/hw/init.panther.rc:18)
06-14 14:29:26.091     0     0 I init    : processing action (sys.hmt.mounted=0) from (/vendor/etc/init/hw/init.anorak.rc:368)
06-14 14:29:26.440     0     0 W healthd : battery l=96 v=4153 t=35.0 h=2 st=2 c=-1576577 fc=4411000 cc=102 chg=u
06-14 14:29:26.618     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 46, ctx_id:4
06-14 14:29:26.618     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:29:26.619     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 46, ctx_id:5
06-14 14:29:26.619     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:29:26.619     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 1114391, state 4
06-14 14:29:26.619     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 3997979, state 4
06-14 14:29:26.621     0     0 I Minidump: Ignoring minidump region FRPC_2.
06-14 14:29:26.622     0     0 I waipio-asoc-snd soc: spf_core_platform:sound: check_userspace_service_state: pcm_id 0 state 0
06-14 14:29:26.650     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 1114391, state 4
06-14 14:29:26.650     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 3997979, state 4
06-14 14:29:26.650     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 1114391, state 4
06-14 14:29:26.651     0     0 I CAM_WARN: CAM-CORE: cam_context_handle_flush_dev: 547 No flush device in dev 3997979, state 4
06-14 14:29:26.653     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:29:26.717 CAM_STOP_DEV Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:26.653     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:29:26.718 Release HW success ctx id: 4
06-14 14:29:26.655     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:29:26.719 CAM_STOP_DEV Success for imx471 sensor_id:0x471,sensor_slave_addr:0x34
06-14 14:29:26.656     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:29:26.720 Release HW success ctx id: 5
06-14 14:29:26.659     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:29:26.677     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:29:27.182     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 0, ctx_id:6
06-14 14:29:27.182     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6223 Stop HW complete. Reset HW next.
06-14 14:29:27.183     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1391 21:29:27.247 CAM_STOP_DEV Success for og0ve1b sensor_id:0xdead,sensor_slave_addr:0xc0
06-14 14:29:27.201     0     0 I CAM_INFO: CAM-ISP: __cam_isp_ctx_flush_req_in_top_state: 6201 Last request id to flush is 0, ctx_id:7
